情報社会学:高橋(晶):4-205,知識工学基礎:高橋(晶):4-205,生物学:太田:11-301,-:-:-
ネットワーキングⅣ:菅野:8-203,-:-:-,-:-:-,工業所有権基礎:藤木:2-102
情報セキュリティ:衣川:8-305,卒業研究:-:-,卒業研究:-:-,数値計算:力武 早川:8-401
社会科学特論:鴨原:11-301,コンピュータアーキテクチャ:小林:11-202,実用英語Ⅱ:鎌田:11-301,卒業研究:-:-
オペレーティングシステム:安藤:教室,福祉工学:竹島:8-203,卒業研究:-:-,-:-:-
