人間科学特論:笠松:2-102,ネットワーキング技術Ⅱ:速水 衣川:2-202,通信工学実験:鈴木(哲) 速水 衣川:2-202・3-412,-:-:-
情報ネットワーク実験Ⅰ:IN全教員:11-301,情報ネットワーク実験Ⅰ:IN全教員:11-301,複素関数論:長谷部:11-301,工業所有権基礎:藤木:2-102
ICTシステム:千葉:11-202,電磁波工学Ⅰ:鈴木(哲):教室,総合英語Ⅱ:ワーナー川原ジェシー:教室,フランス語:Isabelle SARDE:2-102
高周波回路:鈴木(哲):教室,ネットワークプログラミング:速水 矢島:5-102 6-102 6-103,総合英語Ⅱ:複数(ワーナー-川原-ジェシー):教室,情報ネットワーク実験Ⅰ:IN全教員:11-301
スポーツ:複数(兼村-東畑):適宜,マルチメディア情報:奥村:2-202,ネットワーク理論:佐藤(公):教室,-:-:-
