1-1:基礎数学C:兼下:教室,1-2:基礎数学A:加賀谷:教室,1-3:コンピュータリテラシ:岡本:8-401,IS2:国語Ⅱ:武田(拓):教室,IT2:英語AⅡ:竹内:11-103,IE2:化学Ⅱ:小松:教室,IS3:保健体育Ⅲ:兼村:体育館・グラウンド,IT3:回路実習基礎:那須 竹島 白根:6-203,IE3:ネットワーク基礎:小林 速水 岩井:2-202,IE4:電磁気学B:園田:教室,IS4:情報システム実験Ⅰ:武田(正):教室,IN4:情報ネットワーク実験Ⅰ:IN全教員:11-301,IE5:卒業研究:-:-,IS5:ネットワーキングⅣ:菅野:8-203,IN5:卒業研究:-:-
1-1:基礎数学A:加賀谷:教室,1-2:自学自習:__:__,1-3:英語BⅠ:福地:教室,IS2:自学自習:__:__,IT2:物理Ⅱ:穂坂:4-105(科学実験室B),IE2:英語AⅡ:竹内:11-103,IS3:英語AⅢ:久保田:教室,IT3:保健体育Ⅲ:兼村:体育館・グラウンド,IE3:第Ⅰ類基礎実験(ネットワーク基礎):小林 速水 岩井:2-202,IE4:マイクロコンピュータⅡ:與那嶺 鈴木(順):11-202,IS4:アナログ電子回路:白根:教室,IN4:情報ネットワーク実験Ⅰ:IN全教員:11-301,IE5:卒業研究:-:-,IS5:-:-:-,IN5:卒業研究:-:-
1-1:自学自習:__:__,1-2:基礎数学C:兼下:教室,1-3:自学自習:__:__,IS2:英語BⅡ:福地:教室,IT2:自学自習:__:__,IE2:自学自習:__:__,IS3:ネットワーク基礎:小林 速水 岩井:2-202,IT3:国語Ⅲ:武田(拓):教室,IE3:保健体育Ⅲ:兼村:体育館・グラウンド,IE4:知能エレクトロニクス実験Ⅰ:IE全教員:3-103・3-109,IS4:複素関数論:長谷部:11-301,IN4:複素関数論:長谷部:11-301,IE5:-:-:-,IS5:-:-:-,IN5:-:-:-
1-1:国語Ⅰ:伊勢:教室,1-2:化学Ⅰ:小松:教室,1-3:基礎数学C:兼下:教室,IS2:プログラミング基礎:藤原 園田 奥村:5-102・8-401・11-202,IT2:プログラミング基礎:藤原 園田 奥村:5-102・8-401・11-202,IE2:プログラミング基礎:藤原 園田 奥村:5-102・8-401・11-202,IS3:第Ⅰ類基礎実験(ネットワーク基礎):小林 速水 岩井:2-202,IT3:物理Ⅲ:穂坂:4-105(科学実験室B),IE3:自学自習:__:__,IE4:工業所有権基礎:藤木:2-102,IS4:工業所有権基礎:藤木:2-102,IN4:工業所有権基礎:藤木:2-102,IE5:工業所有権基礎:藤木:2-102,IS5:工業所有権基礎:藤木:2-102,IN5:工業所有権基礎:藤木:2-102
