1-1:現代社会:久保田:11-301,1-2:現代社会:久保田:11-301,1-3:現代社会:久保田:11-301,IS2:代数幾何:下田:教室,IT2:英語A:竹内:11-103,IE2:ディジタル技術基礎:佐久間 今井 平塚:教室,IS3:回路実習基礎実験:複数:6-203,IT3:微分積分Ⅱ:佐藤健:教室,IE3:ネットワーク基礎:複数:2-202,IE4:-:-:-,IS4:線形代数:長谷部:教室,IN4:化学特論:小松:教室,IE5:光工学:馬場:教室,IS5:ディジタル制御:熊谷:8-303,IN5:通信計測:鈴木哲:不定
1-1:国語:伊勢:教室,1-2:芸術:横山:2-102,1-3:基礎数学A:加賀谷:教室,IS2:英語A:竹内:11-103,IT2:代数幾何:佐藤(健):教室,IE2:英語B:福地:教室,IS3:自学自習:??:教室?,IT3:保健体育Ⅲ:兼村:体育館,IE3:第Ⅰ類基礎実験:複数:2-202,IE4:知能エレクトロニクス制作:複数:3-103 3-109,IS4:化学特論:小松:教室,IN4:-:-:-,IE5:人間科学特論:笠松:11-301,IS5:人間科学特論:笠松:11-301,IN5:人間科学特論:笠松:11-301
1-1:芸術:横山:2-102,1-2:基礎数学A:加賀屋:教室,1-3:英語B:福地:教室,IS2:電気回路基礎:林 馬場 早川:11-301,IT2:電気回路基礎:林 馬場 早川:11-301,IE2:電気回路基礎:林 馬場 早川:11-301,IS3:保健体育Ⅲ:兼村:体育館,IT3:自学自習:??:教室?,IE3:自学自習:??:教室?,IE4:知能エレクトロニクス制作:複数:3-103 3-109,IS4:情報システム実験Ⅰ:複数:8-401,IN4:ネットワーキング技術Ⅰ:複数:複数,IE5:電子デバイスⅡ:柏葉:教室,IS5:情報システム実験Ⅱ:IS全教員:各研究室,IN5:情報ネットワーク実験Ⅱ:IN全教員:不定
1-1:自主学習:動的:教室,1-2:自主学習:動的:教室,1-3:自主学習:動的:教室,IS2:自学自習:??:教室等,IT2:自学自習:??:教室等,IE2:自学自習:??:教室等,IS3:国語Ⅲ:武田:教室,IT3:マイクロコンピュータ基礎:複数:11-202,IE3:保健体育Ⅲ:兼村:体育館,IE4:-:-:-,IS4:情報システム実験Ⅰ:複数:8-401,IN4:通信工学実験:複数:複数,IE5:卒業研究:-:-,IS5:情報システム実験Ⅱ:IS全教員:各研究室,IN5:-:-:-
