プログラミング:奥村:5-102,マイクロコンピュータ基礎:大場 末永:11-202,微分積分Ⅱ:下田:教室,HR:__:__
英語AⅢ:久保田:教室,電気回路:馬場 川崎:11-301,自学自習:__:__,英語BⅢ:久保田:11-103
ネットワーク基礎:小林:11-301,微分積分Ⅱ:下田:教室,自学自習:__:__,物理Ⅲ:園田:教室
プログラミング:奥村:5-102,コンピュータシステム基礎:菅野:8-203,保健体育Ⅲ:兼村 東畑:グラウンド・体育館,自学自習:__:__
第Ⅰ類基礎実験:矢島 白根:3-103・6-205,ネットワーク基礎:小林:11-301,国語Ⅲ:武田:教室,自学自習:__:__
