マイクロコンピュータ基礎:大場 末永:11-202,微分積分Ⅱ:下田:教室,プログラミング:奥村:5-102,HR:__:__
第Ⅰ類実験:矢島 白根:3-103・6-205,電気回路:馬場 川崎:11-301,英語AⅢ:久保田:教室,自学自習:__:__
ネットワーク基礎:小林:11-301,自学自習:__:__,物理Ⅲ:佐久間:教室,国語Ⅲ:武田:教室
コンピュータシステム基礎:菅野:8-203,保健体育Ⅲ:兼村 東畑:グラウンド・体育館,プログラミング:奥村:5-102,自学自習:__:__
微分積分Ⅱ:下田:教室,ネットワーク基礎:小林:11-301,自学自習:__:__,英語BⅢ:矢澤:11-103
