無線通信システム:複数:教室,技術者論理:複数:11-301,ネットワーキング技術Ⅲ:複数:2-202,-:-:-
情報ネットワーク実験Ⅱ:IN全教員:不定,情報ネットワーク実験Ⅱ:IN全教員:不定,ネットワークシステム開発:複数:不定,-:-:-
電磁波工学Ⅱ:袁:教室,通信法規:脇山:6-102,-:-:-,-:-:-
地学:鈴木昭:11-301,卒業研究:-:-,実用英語:鎌田:11-301,-:-:-
通信計測:鈴木哲:不定,人間科学特論:笠松:11-301,情報ネットワーク実験Ⅱ:IN全教員:不定,-:-:-
