プログラミング基礎:藤原/奥村/園田:5-102/8-401/11-202/11-301,物理:穂坂:4-205,微分積分:下田:教室,HR:??:教室等
物理:穂坂:4-205,化学:小松:教室,英語B:福地:教室,自学自習:??:教室等
ディジタル技術基礎:複数:教室,自学自習:??:教室等,保健体育:東畑:4号棟1F掲示に沿った場所,世界史:笠松:教室
プロジェクト実習:熊谷/白根:5-102/8-303,国語:武田(拓),自学自習:??:教室等,微分積分:下田:教室
英語A:竹内:11-103,代数幾何:下田:教室,電気回路基礎:林/馬場/早川:11-301,自学自習:??:教室等
