プログラミング基礎:藤原/奥村/園田:5-102/8-401/11-202/11-301,英語B:福地:教室,物理:穂坂:4-205,HR:??:教室等
化学:小松:教室,微分積分:下田:教室,自学自習:??:教室等,ディジタル技術基礎:複数:教室
物理:穂坂:4-205,保健体育:東畑:4号棟1F掲示に沿った場所,世界史:笠松:教室,自学自習:??:教室等
国語:武田(拓),微分積分:下田:教室,自学自習:??:教室等,プロジェクト実習:熊谷/白根:5-102/8-303
代数幾何:下田:教室,英語A:竹内:11-103,電気回路基礎:林/馬場/早川:11-301,自学自習:??:教室等
